nh,clust,Unit_of_plot_area,Land_owned_by_HH
16,4442,3,8
17,4442,1.74980057982641e+100,1.74980057982641e+100
18,4442,3,10
20,4442,1.74980057982641e+100,1.74980057982641e+100
21,4442,3,1
24,4442,1.74980057982641e+100,1.74980057982641e+100
1,4445,1.74980057982641e+100,1.74980057982641e+100
2,4445,3,26
3,4445,1.74980057982641e+100,1.74980057982641e+100
4,4445,3,45
6,4445,1.74980057982641e+100,1.74980057982641e+100
7,4445,3,26
8,4445,3,4
9,4445,3,100
10,4445,3,24
11,4445,1.74980057982641e+100,1.74980057982641e+100
12,4445,3,20
13,4445,1.74980057982641e+100,1.74980057982641e+100
14,4445,3,171
15,4445,1.74980057982641e+100,1.74980057982641e+100
16,4445,1.74980057982641e+100,1.74980057982641e+100
17,4445,1.74980057982641e+100,1.74980057982641e+100
18,4445,1.74980057982641e+100,1.74980057982641e+100
19,4445,1.74980057982641e+100,1.74980057982641e+100
20,4445,1.74980057982641e+100,1.74980057982641e+100
1,4449,1.74980057982641e+100,1.74980057982641e+100
2,4449,1.74980057982641e+100,1.74980057982641e+100
3,4449,1.74980057982641e+100,1.74980057982641e+100
4,4449,1.74980057982641e+100,1.74980057982641e+100
5,4449,1.74980057982641e+100,1.74980057982641e+100
6,4449,1.74980057982641e+100,1.74980057982641e+100
7,4449,1.74980057982641e+100,1.74980057982641e+100
9,4449,1.74980057982641e+100,1.74980057982641e+100
10,4449,1.74980057982641e+100,1.74980057982641e+100
11,4449,1.74980057982641e+100,1.74980057982641e+100
12,4449,1.74980057982641e+100,1.74980057982641e+100
13,4449,1.74980057982641e+100,1.74980057982641e+100
14,4449,1.74980057982641e+100,1.74980057982641e+100
15,4449,1.74980057982641e+100,1.74980057982641e+100
16,4449,1.74980057982641e+100,1.74980057982641e+100
17,4449,1.74980057982641e+100,1.74980057982641e+100
18,4449,1.74980057982641e+100,1.74980057982641e+100
19,4449,1.74980057982641e+100,1.74980057982641e+100
20,4449,1.74980057982641e+100,1.74980057982641e+100
1,4452,1.74980057982641e+100,1.74980057982641e+100
2,4452,1.74980057982641e+100,1.74980057982641e+100
3,4452,1.74980057982641e+100,1.74980057982641e+100
4,4452,1.74980057982641e+100,1.74980057982641e+100
5,4452,1.74980057982641e+100,1.74980057982641e+100
6,4452,1.74980057982641e+100,1.74980057982641e+100
7,4452,1.74980057982641e+100,1.74980057982641e+100
8,4452,1.74980057982641e+100,1.74980057982641e+100
9,4452,1.74980057982641e+100,1.74980057982641e+100
10,4452,1.74980057982641e+100,1.74980057982641e+100
11,4452,1.74980057982641e+100,1.74980057982641e+100
12,4452,1.74980057982641e+100,1.74980057982641e+100
13,4452,1.74980057982641e+100,1.74980057982641e+100
14,4452,1.74980057982641e+100,1.74980057982641e+100
15,4452,1.74980057982641e+100,1.74980057982641e+100
16,4452,1.74980057982641e+100,1.74980057982641e+100
17,4452,1.74980057982641e+100,1.74980057982641e+100
18,4452,1.74980057982641e+100,1.74980057982641e+100
20,4452,1.74980057982641e+100,1.74980057982641e+100
22,4452,1.74980057982641e+100,1.74980057982641e+100
2,4455,1,4
4,4455,1,7
5,4455,1,34
6,4455,1,6
7,4455,1,3
8,4455,1,27
9,4455,1,6
10,4455,1,15
11,4455,1,20
12,4455,1,6
13,4455,1,38
14,4455,1,5
15,4455,1,4
16,4455,1,16
17,4455,1,7
18,4455,1,6
19,4455,1,14
20,4455,1,4
1,4459,1,3
2,4459,1.74980057982641e+100,1.74980057982641e+100
3,4459,1.74980057982641e+100,1.74980057982641e+100
4,4459,1,35
5,4459,1.74980057982641e+100,1.74980057982641e+100
7,4459,1.74980057982641e+100,1.74980057982641e+100
8,4459,1.74980057982641e+100,1.74980057982641e+100
9,4459,1.74980057982641e+100,1.74980057982641e+100
10,4459,1.74980057982641e+100,1.74980057982641e+100
11,4459,1,4
12,4459,1.74980057982641e+100,1.74980057982641e+100
13,4459,1,750
14,4459,1.74980057982641e+100,1.74980057982641e+100
15,4459,1.74980057982641e+100,1.74980057982641e+100
16,4459,1.74980057982641e+100,1.74980057982641e+100
17,4459,1.74980057982641e+100,1.74980057982641e+100
18,4459,1.74980057982641e+100,1.74980057982641e+100
19,4459,1.74980057982641e+100,1.74980057982641e+100
20,4459,1.74980057982641e+100,1.74980057982641e+100
1,4462,2,10
2,4462,2,5
3,4462,2,7
4,4462,1,12
5,4462,2,4
6,4462,2,4
7,4462,1,7
8,4462,1,4
9,4462,2,12
10,4462,2,6
11,4462,2,6
12,4462,1,16
13,4462,1.74980057982641e+100,1.74980057982641e+100
14,4462,1,5
15,4462,1,4
16,4462,2,10
17,4462,2,34
18,4462,2,2
19,4462,1,8
20,4462,2,6
1,4465,1,15
2,4465,1.74980057982641e+100,1.74980057982641e+100
3,4465,1.74980057982641e+100,1.74980057982641e+100
5,4465,1,14
6,4465,1,13
7,4465,1.74980057982641e+100,1.74980057982641e+100
8,4465,1,9
9,4465,1.74980057982641e+100,1.74980057982641e+100
11,4465,1.74980057982641e+100,1.74980057982641e+100
12,4465,1.74980057982641e+100,1.74980057982641e+100
13,4465,1.74980057982641e+100,1.74980057982641e+100
14,4465,1,25
16,4465,1,15
17,4465,1,19
19,4465,1,23
20,4465,1.74980057982641e+100,1.74980057982641e+100
6,4472,1.74980057982641e+100,1.74980057982641e+100
7,4472,1.74980057982641e+100,1.74980057982641e+100
10,4472,1.74980057982641e+100,1.74980057982641e+100
14,4472,1,3
15,4472,1.74980057982641e+100,1.74980057982641e+100
17,4472,1.74980057982641e+100,1.74980057982641e+100
20,4472,1.74980057982641e+100,1.74980057982641e+100
21,4472,1,20
1,4479,1.74980057982641e+100,1.74980057982641e+100
2,4479,1.74980057982641e+100,1.74980057982641e+100
3,4479,1,4
4,4479,1,3
5,4479,1,8
7,4479,1,20
8,4479,1,34
9,4479,1,450
10,4479,1,1750
11,4479,1.74980057982641e+100,1.74980057982641e+100
12,4479,1,15
13,4479,1.74980057982641e+100,1.74980057982641e+100
14,4479,1,4
15,4479,1.74980057982641e+100,1.74980057982641e+100
16,4479,1,15
17,4479,1.74980057982641e+100,1.74980057982641e+100
18,4479,1.74980057982641e+100,1.74980057982641e+100
19,4479,1,625
20,4479,1.74980057982641e+100,1.74980057982641e+100
1,4482,1.74980057982641e+100,1.74980057982641e+100
2,4482,1,3
3,4482,1,20
4,4482,1.74980057982641e+100,1.74980057982641e+100
5,4482,1.74980057982641e+100,1.74980057982641e+100
6,4482,4,1
7,4482,1.74980057982641e+100,1.74980057982641e+100
8,4482,1.74980057982641e+100,1.74980057982641e+100
9,4482,1.74980057982641e+100,1.74980057982641e+100
10,4482,1,5
11,4482,1.74980057982641e+100,1.74980057982641e+100
12,4482,1,40
13,4482,1.74980057982641e+100,1.74980057982641e+100
15,4482,1.74980057982641e+100,1.74980057982641e+100
17,4482,1,200
18,4482,1.74980057982641e+100,1.74980057982641e+100
19,4482,1,16
1,4485,1,10
2,4485,1,1250
3,4485,1,150
4,4485,1,13
5,4485,1,6
6,4485,1,1
8,4485,1,10
9,4485,1,10
10,4485,1,5
11,4485,1,8
12,4485,1,2
13,4485,1,1350
14,4485,1,30
15,4485,1,10
16,4485,1,8
17,4485,1,7
18,4485,1,7
19,4485,1,25
1,4489,1.74980057982641e+100,1.74980057982641e+100
2,4489,1,25
4,4489,1.74980057982641e+100,1.74980057982641e+100
6,4489,1.74980057982641e+100,1.74980057982641e+100
7,4489,1,3
8,4489,1.74980057982641e+100,1.74980057982641e+100
9,4489,1,20
10,4489,1.74980057982641e+100,1.74980057982641e+100
11,4489,1.74980057982641e+100,1.74980057982641e+100
12,4489,1.74980057982641e+100,1.74980057982641e+100
13,4489,1.74980057982641e+100,1.74980057982641e+100
15,4489,1,11
16,4489,1.74980057982641e+100,1.74980057982641e+100
17,4489,1,750
18,4489,1.74980057982641e+100,1.74980057982641e+100
19,4489,1.74980057982641e+100,1.74980057982641e+100
20,4489,1.74980057982641e+100,1.74980057982641e+100
21,4489,2,2
22,4489,1.74980057982641e+100,1.74980057982641e+100
1,4492,1,10
2,4492,1.74980057982641e+100,1.74980057982641e+100
3,4492,1,9
4,4492,1,650
5,4492,1,1
6,4492,1.74980057982641e+100,1.74980057982641e+100
7,4492,1,50
8,4492,1.74980057982641e+100,1.74980057982641e+100
9,4492,1,35
10,4492,1,30
11,4492,1,2
12,4492,1,17
13,4492,1.74980057982641e+100,1.74980057982641e+100
14,4492,1.74980057982641e+100,1.74980057982641e+100
15,4492,1.74980057982641e+100,1.74980057982641e+100
16,4492,1.74980057982641e+100,1.74980057982641e+100
17,4492,1.74980057982641e+100,1.74980057982641e+100
18,4492,1.74980057982641e+100,1.74980057982641e+100
19,4492,1,1
20,4492,1,20
1,4495,2,16
2,4495,3,150
3,4495,3,480
4,4495,1,2
5,4495,1,19
6,4495,1,3
8,4495,1.74980057982641e+100,1.74980057982641e+100
9,4495,1.74980057982641e+100,1.74980057982641e+100
10,4495,1,63
11,4495,1,21
12,4495,1.74980057982641e+100,1.74980057982641e+100
13,4495,2,12
14,4495,1.74980057982641e+100,1.74980057982641e+100
15,4495,2,17
16,4495,1,6
17,4495,2,15
18,4495,1.74980057982641e+100,1.74980057982641e+100
19,4495,1.74980057982641e+100,1.74980057982641e+100
20,4495,1,8
1,4499,1,8
2,4499,1.74980057982641e+100,1.74980057982641e+100
3,4499,1.74980057982641e+100,1.74980057982641e+100
4,4499,3,7
5,4499,1.74980057982641e+100,1.74980057982641e+100
6,4499,1.74980057982641e+100,1.74980057982641e+100
7,4499,3,12
8,4499,1.74980057982641e+100,1.74980057982641e+100
10,4499,1.74980057982641e+100,1.74980057982641e+100
11,4499,1.74980057982641e+100,1.74980057982641e+100
12,4499,1.74980057982641e+100,1.74980057982641e+100
13,4499,1.74980057982641e+100,1.74980057982641e+100
14,4499,1.74980057982641e+100,1.74980057982641e+100
15,4499,1.74980057982641e+100,1.74980057982641e+100
16,4499,3,3
17,4499,1,10
18,4499,1.74980057982641e+100,1.74980057982641e+100
19,4499,1.74980057982641e+100,1.74980057982641e+100
20,4499,3,3
1,4502,1.74980057982641e+100,1.74980057982641e+100
2,4502,1.74980057982641e+100,1.74980057982641e+100
5,4502,1.74980057982641e+100,1.74980057982641e+100
6,4502,1.74980057982641e+100,1.74980057982641e+100
13,4502,1,75
15,4502,1,2
16,4502,1,2
17,4502,1.74980057982641e+100,1.74980057982641e+100
19,4502,1.74980057982641e+100,1.74980057982641e+100
2,4505,1,3
4,4505,1,5
5,4505,1,15
6,4505,1,6
8,4505,1,4
9,4505,1,2
10,4505,1,2
12,4505,1,10
13,4505,1,2
14,4505,1,5
15,4505,1,20
16,4505,1,14
17,4505,1,1
18,4505,1,3
19,4505,1,10
20,4505,1,10
23,4505,1,20
24,4505,1,10
25,4505,1,3
1,4509,1,3
2,4509,1,50
3,4509,1,6
4,4509,1,7
5,4509,1,2
6,4509,1,23
7,4509,1,30
8,4509,1,8
9,4509,1.74980057982641e+100,1.74980057982641e+100
10,4509,1.74980057982641e+100,1.74980057982641e+100
11,4509,1,45
12,4509,1,5
13,4509,1.74980057982641e+100,1.74980057982641e+100
14,4509,1,4
15,4509,1,3
16,4509,1,3
17,4509,1.74980057982641e+100,1.74980057982641e+100
18,4509,1,30
19,4509,1,100
20,4509,1,3
1,4512,1,30
3,4512,1.74980057982641e+100,1.74980057982641e+100
4,4512,1.74980057982641e+100,1.74980057982641e+100
5,4512,1.74980057982641e+100,1.74980057982641e+100
6,4512,1.74980057982641e+100,1.74980057982641e+100
8,4512,1,10
9,4512,1,16
10,4512,1.74980057982641e+100,1.74980057982641e+100
11,4512,1.74980057982641e+100,1.74980057982641e+100
12,4512,1.74980057982641e+100,1.74980057982641e+100
13,4512,1.74980057982641e+100,1.74980057982641e+100
14,4512,1.74980057982641e+100,1.74980057982641e+100
15,4512,1.74980057982641e+100,1.74980057982641e+100
17,4512,1.74980057982641e+100,1.74980057982641e+100
18,4512,1.74980057982641e+100,1.74980057982641e+100
19,4512,1,9
20,4512,1.74980057982641e+100,1.74980057982641e+100
21,4512,1,9
22,4512,1,4
1,4515,1,13
2,4515,1,3
3,4515,1,9
4,4515,1,10
5,4515,1,4
6,4515,1,1
7,4515,1,1
8,4515,1,1
9,4515,1,4
10,4515,1,4
11,4515,1,13
12,4515,1,32
13,4515,1,5
14,4515,1,1
15,4515,1,1
16,4515,1,2
17,4515,1,8
18,4515,1,1
19,4515,1,15
20,4515,1,30
1,4519,1,20
2,4519,1,6
3,4519,1.74980057982641e+100,1.74980057982641e+100
4,4519,1,6
5,4519,1,19
6,4519,1,40
7,4519,1.74980057982641e+100,1.74980057982641e+100
8,4519,1.74980057982641e+100,1.74980057982641e+100
9,4519,1.74980057982641e+100,1.74980057982641e+100
10,4519,1.74980057982641e+100,1.74980057982641e+100
11,4519,1.74980057982641e+100,1.74980057982641e+100
12,4519,1,20
13,4519,1,10
14,4519,1,4
15,4519,1.74980057982641e+100,1.74980057982641e+100
16,4519,1,2
17,4519,1,100
18,4519,1,6
19,4519,1.74980057982641e+100,1.74980057982641e+100
20,4519,1,2
1,4522,1.74980057982641e+100,1.74980057982641e+100
2,4522,1,7
3,4522,1.74980057982641e+100,1.74980057982641e+100
4,4522,1,29
5,4522,1.74980057982641e+100,1.74980057982641e+100
6,4522,1.74980057982641e+100,1.74980057982641e+100
7,4522,1.74980057982641e+100,1.74980057982641e+100
8,4522,1.74980057982641e+100,1.74980057982641e+100
9,4522,1.74980057982641e+100,1.74980057982641e+100
10,4522,1.74980057982641e+100,1.74980057982641e+100
11,4522,1.74980057982641e+100,1.74980057982641e+100
12,4522,1.74980057982641e+100,1.74980057982641e+100
13,4522,1,13
14,4522,1,14
15,4522,1,1
16,4522,1.74980057982641e+100,1.74980057982641e+100
17,4522,1.74980057982641e+100,1.74980057982641e+100
18,4522,1.74980057982641e+100,1.74980057982641e+100
19,4522,1,21
20,4522,1,9
1,4525,1.74980057982641e+100,1.74980057982641e+100
2,4525,1.74980057982641e+100,1.74980057982641e+100
3,4525,1.74980057982641e+100,1.74980057982641e+100
4,4525,1.74980057982641e+100,1.74980057982641e+100
5,4525,1.74980057982641e+100,1.74980057982641e+100
6,4525,1.74980057982641e+100,1.74980057982641e+100
7,4525,1.74980057982641e+100,1.74980057982641e+100
8,4525,1.74980057982641e+100,1.74980057982641e+100
9,4525,1.74980057982641e+100,1.74980057982641e+100
10,4525,1.74980057982641e+100,1.74980057982641e+100
11,4525,1.74980057982641e+100,1.74980057982641e+100
12,4525,1.74980057982641e+100,1.74980057982641e+100
13,4525,1.74980057982641e+100,1.74980057982641e+100
14,4525,1,6
15,4525,1,9
16,4525,1.74980057982641e+100,1.74980057982641e+100
17,4525,1.74980057982641e+100,1.74980057982641e+100
18,4525,1.74980057982641e+100,1.74980057982641e+100
19,4525,1.74980057982641e+100,1.74980057982641e+100
20,4525,1.74980057982641e+100,1.74980057982641e+100
1,4529,1,2
2,4529,1.74980057982641e+100,1.74980057982641e+100
3,4529,1.74980057982641e+100,1.74980057982641e+100
4,4529,1,1
5,4529,1.74980057982641e+100,1.74980057982641e+100
6,4529,1,7
7,4529,1,15
8,4529,1,21
9,4529,1.74980057982641e+100,1.74980057982641e+100
10,4529,1.74980057982641e+100,1.74980057982641e+100
11,4529,1.74980057982641e+100,1.74980057982641e+100
14,4529,1.74980057982641e+100,1.74980057982641e+100
15,4529,1.74980057982641e+100,1.74980057982641e+100
16,4529,1.74980057982641e+100,1.74980057982641e+100
17,4529,1,20
18,4529,1.74980057982641e+100,1.74980057982641e+100
19,4529,1.74980057982641e+100,1.74980057982641e+100
20,4529,1.74980057982641e+100,1.74980057982641e+100
21,4529,1,25
22,4529,1,12
1,4532,1,20
3,4532,1.74980057982641e+100,1.74980057982641e+100
4,4532,1.74980057982641e+100,1.74980057982641e+100
5,4532,1.74980057982641e+100,1.74980057982641e+100
6,4532,1.74980057982641e+100,1.74980057982641e+100
7,4532,1.74980057982641e+100,1.74980057982641e+100
8,4532,1.74980057982641e+100,1.74980057982641e+100
9,4532,1.74980057982641e+100,1.74980057982641e+100
10,4532,1,100
11,4532,1,30
12,4532,1.74980057982641e+100,1.74980057982641e+100
13,4532,1.74980057982641e+100,1.74980057982641e+100
14,4532,1.74980057982641e+100,1.74980057982641e+100
15,4532,1.74980057982641e+100,1.74980057982641e+100
16,4532,1.74980057982641e+100,1.74980057982641e+100
17,4532,1.74980057982641e+100,1.74980057982641e+100
18,4532,1.74980057982641e+100,1.74980057982641e+100
19,4532,1.74980057982641e+100,1.74980057982641e+100
20,4532,1.74980057982641e+100,1.74980057982641e+100
1,4535,1,15
2,4535,1,18
3,4535,1.74980057982641e+100,1.74980057982641e+100
4,4535,1,6
5,4535,1,3
6,4535,1,20
7,4535,1.74980057982641e+100,1.74980057982641e+100
8,4535,1.74980057982641e+100,1.74980057982641e+100
9,4535,1,6
10,4535,1,77
11,4535,1.74980057982641e+100,1.74980057982641e+100
12,4535,1.74980057982641e+100,1.74980057982641e+100
13,4535,1.74980057982641e+100,1.74980057982641e+100
14,4535,1,114
15,4535,1,5
16,4535,1.74980057982641e+100,1.74980057982641e+100
17,4535,1.74980057982641e+100,1.74980057982641e+100
18,4535,1.74980057982641e+100,1.74980057982641e+100
19,4535,1,19
20,4535,1,8
1,4539,1.74980057982641e+100,1.74980057982641e+100
2,4539,1.74980057982641e+100,1.74980057982641e+100
3,4539,1.74980057982641e+100,1.74980057982641e+100
4,4539,1.74980057982641e+100,1.74980057982641e+100
5,4539,1.74980057982641e+100,1.74980057982641e+100
6,4539,1,30
7,4539,1,15
8,4539,1,40
9,4539,1,26
10,4539,1,20
11,4539,1,15
12,4539,1.74980057982641e+100,1.74980057982641e+100
13,4539,1.74980057982641e+100,1.74980057982641e+100
14,4539,1,3
15,4539,1.74980057982641e+100,1.74980057982641e+100
16,4539,1,10
17,4539,1.74980057982641e+100,1.74980057982641e+100
18,4539,1.74980057982641e+100,1.74980057982641e+100
19,4539,1,8
20,4539,1.74980057982641e+100,1.74980057982641e+100
1,4542,3,40
2,4542,1,4
3,4542,1,6
4,4542,1.74980057982641e+100,1.74980057982641e+100
5,4542,1.74980057982641e+100,1.74980057982641e+100
6,4542,1.74980057982641e+100,1.74980057982641e+100
7,4542,1.74980057982641e+100,1.74980057982641e+100
8,4542,1.74980057982641e+100,1.74980057982641e+100
9,4542,1.74980057982641e+100,1.74980057982641e+100
10,4542,3,1
11,4542,1.74980057982641e+100,1.74980057982641e+100
12,4542,1.74980057982641e+100,1.74980057982641e+100
13,4542,1.74980057982641e+100,1.74980057982641e+100
14,4542,1.74980057982641e+100,1.74980057982641e+100
15,4542,1.74980057982641e+100,1.74980057982641e+100
16,4542,1.74980057982641e+100,1.74980057982641e+100
17,4542,1,4
18,4542,1.74980057982641e+100,1.74980057982641e+100
19,4542,1.74980057982641e+100,1.74980057982641e+100
20,4542,3,1
1,4545,1.74980057982641e+100,1.74980057982641e+100
2,4545,1.74980057982641e+100,1.74980057982641e+100
3,4545,1.74980057982641e+100,1.74980057982641e+100
5,4545,1.74980057982641e+100,1.74980057982641e+100
6,4545,1.74980057982641e+100,1.74980057982641e+100
7,4545,1.74980057982641e+100,1.74980057982641e+100
8,4545,1,2
9,4545,1.74980057982641e+100,1.74980057982641e+100
10,4545,1.74980057982641e+100,1.74980057982641e+100
11,4545,1.74980057982641e+100,1.74980057982641e+100
12,4545,1.74980057982641e+100,1.74980057982641e+100
13,4545,1.74980057982641e+100,1.74980057982641e+100
14,4545,1.74980057982641e+100,1.74980057982641e+100
15,4545,1.74980057982641e+100,1.74980057982641e+100
16,4545,1,15
17,4545,1.74980057982641e+100,1.74980057982641e+100
18,4545,1.74980057982641e+100,1.74980057982641e+100
19,4545,1,2
20,4545,1.74980057982641e+100,1.74980057982641e+100
21,4545,1.74980057982641e+100,1.74980057982641e+100
1,4549,1.74980057982641e+100,1.74980057982641e+100
2,4549,1,10
3,4549,1.74980057982641e+100,1.74980057982641e+100
4,4549,1.74980057982641e+100,1.74980057982641e+100
5,4549,1.74980057982641e+100,1.74980057982641e+100
6,4549,1,6
7,4549,1.74980057982641e+100,1.74980057982641e+100
8,4549,1.74980057982641e+100,1.74980057982641e+100
9,4549,1,10
10,4549,1.74980057982641e+100,1.74980057982641e+100
11,4549,1.74980057982641e+100,1.74980057982641e+100
12,4549,1.74980057982641e+100,1.74980057982641e+100
13,4549,1.74980057982641e+100,1.74980057982641e+100
14,4549,1,15
15,4549,1,6
16,4549,1.74980057982641e+100,1.74980057982641e+100
17,4549,1.74980057982641e+100,1.74980057982641e+100
18,4549,1,6
19,4549,1.74980057982641e+100,1.74980057982641e+100
20,4549,1.74980057982641e+100,1.74980057982641e+100
1,4552,1.74980057982641e+100,1.74980057982641e+100
2,4552,1.74980057982641e+100,1.74980057982641e+100
3,4552,1,45
4,4552,1.74980057982641e+100,1.74980057982641e+100
5,4552,1.74980057982641e+100,1.74980057982641e+100
6,4552,1.74980057982641e+100,1.74980057982641e+100
7,4552,1.74980057982641e+100,1.74980057982641e+100
8,4552,1.74980057982641e+100,1.74980057982641e+100
9,4552,1,30
10,4552,1.74980057982641e+100,1.74980057982641e+100
11,4552,1.74980057982641e+100,1.74980057982641e+100
12,4552,1.74980057982641e+100,1.74980057982641e+100
13,4552,1.74980057982641e+100,1.74980057982641e+100
15,4552,1.74980057982641e+100,1.74980057982641e+100
16,4552,1.74980057982641e+100,1.74980057982641e+100
17,4552,1,7
18,4552,1.74980057982641e+100,1.74980057982641e+100
19,4552,1,8
20,4552,1.74980057982641e+100,1.74980057982641e+100
1,4555,2,100
2,4555,3,2
3,4555,2,3
4,4555,1.74980057982641e+100,1.74980057982641e+100
5,4555,1.74980057982641e+100,1.74980057982641e+100
6,4555,1.74980057982641e+100,1.74980057982641e+100
7,4555,1.74980057982641e+100,1.74980057982641e+100
8,4555,1,6
9,4555,2,5
10,4555,2,2
13,4555,2,40
14,4555,2,12
15,4555,2,3
16,4555,1.74980057982641e+100,1.74980057982641e+100
17,4555,2,8
18,4555,1.74980057982641e+100,1.74980057982641e+100
19,4555,1.74980057982641e+100,1.74980057982641e+100
20,4555,1,50
1,4559,2,35
2,4559,2,20
3,4559,1.74980057982641e+100,1.74980057982641e+100
4,4559,1.74980057982641e+100,1.74980057982641e+100
5,4559,1.74980057982641e+100,1.74980057982641e+100
6,4559,1.74980057982641e+100,1.74980057982641e+100
7,4559,2,300
8,4559,1.74980057982641e+100,1.74980057982641e+100
9,4559,1.74980057982641e+100,1.74980057982641e+100
10,4559,2,6
11,4559,1.74980057982641e+100,1.74980057982641e+100
12,4559,1.74980057982641e+100,1.74980057982641e+100
13,4559,2,1
14,4559,2,1
15,4559,1.74980057982641e+100,1.74980057982641e+100
17,4559,2,2
18,4559,2,12
19,4559,1.74980057982641e+100,1.74980057982641e+100
20,4559,2,34
1,4562,1,20
2,4562,1,30
3,4562,1,10
4,4562,1.74980057982641e+100,1.74980057982641e+100
5,4562,1,9
6,4562,1.74980057982641e+100,1.74980057982641e+100
7,4562,1,10
8,4562,1,17
9,4562,1,5
10,4562,1,8
11,4562,1.74980057982641e+100,1.74980057982641e+100
12,4562,1,5
13,4562,2,1
14,4562,1.74980057982641e+100,1.74980057982641e+100
15,4562,1,20
16,4562,1.74980057982641e+100,1.74980057982641e+100
17,4562,1,10
18,4562,1.74980057982641e+100,1.74980057982641e+100
19,4562,1,30
20,4562,1,12
1,4565,1.74980057982641e+100,1.74980057982641e+100
2,4565,1.74980057982641e+100,1.74980057982641e+100
3,4565,1.74980057982641e+100,1.74980057982641e+100
5,4565,1.74980057982641e+100,1.74980057982641e+100
6,4565,1.74980057982641e+100,1.74980057982641e+100
8,4565,1.74980057982641e+100,1.74980057982641e+100
9,4565,1.74980057982641e+100,1.74980057982641e+100
10,4565,1.74980057982641e+100,1.74980057982641e+100
11,4565,1.74980057982641e+100,1.74980057982641e+100
13,4565,1.74980057982641e+100,1.74980057982641e+100
14,4565,1,6
15,4565,1.74980057982641e+100,1.74980057982641e+100
16,4565,1.74980057982641e+100,1.74980057982641e+100
17,4565,1,27
20,4565,1,1
21,4565,1.74980057982641e+100,1.74980057982641e+100
1,4569,2,22
2,4569,2,8
3,4569,2,38
4,4569,1.74980057982641e+100,1.74980057982641e+100
5,4569,4,2
6,4569,1.74980057982641e+100,1.74980057982641e+100
7,4569,1,17
8,4569,2,14
9,4569,1.74980057982641e+100,1.74980057982641e+100
10,4569,2,7
11,4569,2,15
12,4569,1.74980057982641e+100,1.74980057982641e+100
13,4569,2,1
14,4569,1.74980057982641e+100,1.74980057982641e+100
15,4569,1.74980057982641e+100,1.74980057982641e+100
16,4569,1.74980057982641e+100,1.74980057982641e+100
17,4569,1.74980057982641e+100,1.74980057982641e+100
18,4569,2,4
19,4569,1.74980057982641e+100,1.74980057982641e+100
20,4569,2,10
1,4572,1,10
2,4572,1.74980057982641e+100,1.74980057982641e+100
3,4572,1,15
4,4572,1,2
5,4572,1.74980057982641e+100,1.74980057982641e+100
6,4572,1,1
7,4572,1.74980057982641e+100,1.74980057982641e+100
8,4572,1.74980057982641e+100,1.74980057982641e+100
9,4572,1,9
10,4572,1.74980057982641e+100,1.74980057982641e+100
11,4572,1,4
12,4572,1.74980057982641e+100,1.74980057982641e+100
13,4572,1.74980057982641e+100,1.74980057982641e+100
15,4572,1.74980057982641e+100,1.74980057982641e+100
16,4572,1,35
17,4572,1.74980057982641e+100,1.74980057982641e+100
18,4572,1,4
19,4572,1,4
20,4572,1,6
2,4575,1,9
3,4575,1.74980057982641e+100,1.74980057982641e+100
4,4575,1,14
6,4575,1.74980057982641e+100,1.74980057982641e+100
7,4575,1.74980057982641e+100,1.74980057982641e+100
8,4575,1.74980057982641e+100,1.74980057982641e+100
9,4575,1.74980057982641e+100,1.74980057982641e+100
10,4575,1,8
11,4575,1.74980057982641e+100,1.74980057982641e+100
12,4575,1,2
13,4575,1,5
14,4575,1,10
15,4575,1.74980057982641e+100,1.74980057982641e+100
16,4575,1.74980057982641e+100,1.74980057982641e+100
17,4575,3,3
18,4575,1.74980057982641e+100,1.74980057982641e+100
19,4575,1.74980057982641e+100,1.74980057982641e+100
20,4575,1.74980057982641e+100,1.74980057982641e+100
1,4579,1.74980057982641e+100,1.74980057982641e+100
2,4579,1,45
3,4579,3,43
6,4579,3,6
7,4579,1,30
8,4579,3,8
9,4579,1,150
10,4579,3,3
11,4579,1,5
12,4579,1,10
13,4579,1.74980057982641e+100,1.74980057982641e+100
16,4579,1.74980057982641e+100,1.74980057982641e+100
17,4579,1,12
18,4579,1,6
19,4579,1,30
20,4579,3,20
22,4579,1,40
1,4582,1,3
2,4582,1,32
3,4582,1,5
4,4582,1,6
5,4582,1,722
7,4582,1,51
8,4582,1.74980057982641e+100,1.74980057982641e+100
9,4582,1,57
10,4582,1.74980057982641e+100,1.74980057982641e+100
11,4582,1.74980057982641e+100,1.74980057982641e+100
12,4582,1,2
13,4582,1,6
14,4582,1,6
15,4582,1.74980057982641e+100,1.74980057982641e+100
17,4582,1,20
20,4582,1,15
21,4582,1.74980057982641e+100,1.74980057982641e+100
1,4585,1,4
2,4585,1.74980057982641e+100,1.74980057982641e+100
3,4585,1,30
4,4585,1.74980057982641e+100,1.74980057982641e+100
5,4585,1.74980057982641e+100,1.74980057982641e+100
6,4585,1.74980057982641e+100,1.74980057982641e+100
7,4585,1.74980057982641e+100,1.74980057982641e+100
8,4585,1.74980057982641e+100,1.74980057982641e+100
9,4585,2,1
10,4585,1,6
11,4585,1.74980057982641e+100,1.74980057982641e+100
12,4585,2,2
13,4585,3,9
14,4585,1,150
15,4585,1.74980057982641e+100,1.74980057982641e+100
16,4585,1.74980057982641e+100,1.74980057982641e+100
17,4585,1.74980057982641e+100,1.74980057982641e+100
