nh,clust,Source_of_item
11,4402,1.74980057982641e+100
12,4402,1.74980057982641e+100
12,4402,1.74980057982641e+100
12,4402,1.74980057982641e+100
12,4402,1.74980057982641e+100
12,4402,1.74980057982641e+100
12,4402,1.74980057982641e+100
13,4402,1.74980057982641e+100
13,4402,1.74980057982641e+100
14,4402,1.74980057982641e+100
14,4402,1.74980057982641e+100
14,4402,3
14,4402,1.74980057982641e+100
15,4402,3
15,4402,1.74980057982641e+100
15,4402,1.74980057982641e+100
15,4402,3
16,4402,1.74980057982641e+100
16,4402,3
17,4402,5
17,4402,1.74980057982641e+100
18,4402,3
18,4402,1.74980057982641e+100
18,4402,3
18,4402,1.74980057982641e+100
19,4402,3
19,4402,1.74980057982641e+100
19,4402,1.74980057982641e+100
20,4402,3
1,4405,1
1,4405,1
1,4405,1.74980057982641e+100
1,4405,1.74980057982641e+100
1,4405,1.74980057982641e+100
2,4405,1
2,4405,1
2,4405,1.74980057982641e+100
2,4405,1.74980057982641e+100
2,4405,1.74980057982641e+100
3,4405,1
3,4405,1
3,4405,1.74980057982641e+100
3,4405,1.74980057982641e+100
3,4405,1.74980057982641e+100
4,4405,1
4,4405,1
4,4405,1
4,4405,1.74980057982641e+100
4,4405,1.74980057982641e+100
4,4405,1.74980057982641e+100
5,4405,1
5,4405,1
5,4405,1
5,4405,1.74980057982641e+100
5,4405,1.74980057982641e+100
5,4405,1.74980057982641e+100
5,4405,1.74980057982641e+100
6,4405,1
6,4405,3
6,4405,3
6,4405,1.74980057982641e+100
6,4405,1.74980057982641e+100
6,4405,1.74980057982641e+100
6,4405,1.74980057982641e+100
7,4405,1.74980057982641e+100
8,4405,1
8,4405,1
8,4405,1.74980057982641e+100
8,4405,1.74980057982641e+100
8,4405,1.74980057982641e+100
8,4405,1.74980057982641e+100
9,4405,1
9,4405,1
9,4405,1.74980057982641e+100
9,4405,1.74980057982641e+100
10,4405,3
10,4405,3
10,4405,1.74980057982641e+100
10,4405,1.74980057982641e+100
10,4405,1.74980057982641e+100
11,4405,3
11,4405,3
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
11,4405,1.74980057982641e+100
12,4405,1
12,4405,1
12,4405,1
12,4405,1.74980057982641e+100
12,4405,1.74980057982641e+100
13,4405,3
13,4405,3
13,4405,1.74980057982641e+100
13,4405,1.74980057982641e+100
13,4405,1.74980057982641e+100
14,4405,1.74980057982641e+100
14,4405,1.74980057982641e+100
15,4405,3
15,4405,1.74980057982641e+100
15,4405,1.74980057982641e+100
16,4405,3
16,4405,3
16,4405,1.74980057982641e+100
16,4405,1.74980057982641e+100
17,4405,1
17,4405,1
17,4405,1
17,4405,1.74980057982641e+100
17,4405,1.74980057982641e+100
18,4405,3
18,4405,3
18,4405,1
18,4405,1.74980057982641e+100
18,4405,1.74980057982641e+100
18,4405,1.74980057982641e+100
18,4405,1.74980057982641e+100
18,4405,1.74980057982641e+100
19,4405,1
19,4405,1
19,4405,1.74980057982641e+100
19,4405,1.74980057982641e+100
20,4405,1
20,4405,1
20,4405,1.74980057982641e+100
20,4405,1.74980057982641e+100
20,4405,1.74980057982641e+100
20,4405,1.74980057982641e+100
1,4408,3
1,4408,1.74980057982641e+100
1,4408,1.74980057982641e+100
2,4408,1.74980057982641e+100
2,4408,1.74980057982641e+100
4,4408,3
4,4408,1.74980057982641e+100
4,4408,1.74980057982641e+100
5,4408,1.74980057982641e+100
6,4408,5
6,4408,1.74980057982641e+100
6,4408,1.74980057982641e+100
7,4408,3
7,4408,1.74980057982641e+100
7,4408,1.74980057982641e+100
8,4408,5
8,4408,5
8,4408,1.74980057982641e+100
8,4408,1.74980057982641e+100
8,4408,1.74980057982641e+100
9,4408,2
9,4408,5
9,4408,5
9,4408,1.74980057982641e+100
9,4408,1.74980057982641e+100
9,4408,1.74980057982641e+100
9,4408,5
9,4408,1.74980057982641e+100
10,4408,1.74980057982641e+100
11,4408,1.74980057982641e+100
11,4408,1.74980057982641e+100
11,4408,1.74980057982641e+100
12,4408,5
12,4408,1.74980057982641e+100
13,4408,5
13,4408,1.74980057982641e+100
15,4408,3
15,4408,3
15,4408,1.74980057982641e+100
15,4408,1.74980057982641e+100
16,4408,1.74980057982641e+100
17,4408,5
17,4408,5
17,4408,5
17,4408,1.74980057982641e+100
17,4408,1.74980057982641e+100
17,4408,1.74980057982641e+100
18,4408,3
18,4408,3
18,4408,1.74980057982641e+100
18,4408,1.74980057982641e+100
18,4408,3
19,4408,1.74980057982641e+100
20,4408,2
20,4408,2
20,4408,5
20,4408,1.74980057982641e+100
20,4408,1.74980057982641e+100
20,4408,1.74980057982641e+100
20,4408,1.74980057982641e+100
20,4408,3
20,4408,1.74980057982641e+100
1,4412,1
1,4412,1
1,4412,1.74980057982641e+100
1,4412,1.74980057982641e+100
2,4412,3
2,4412,1
2,4412,1.74980057982641e+100
2,4412,1.74980057982641e+100
3,4412,1
3,4412,1
3,4412,1.74980057982641e+100
3,4412,1.74980057982641e+100
3,4412,1.74980057982641e+100
4,4412,1.74980057982641e+100
4,4412,1.74980057982641e+100
5,4412,1.74980057982641e+100
5,4412,1.74980057982641e+100
6,4412,1.74980057982641e+100
6,4412,1.74980057982641e+100
7,4412,1.74980057982641e+100
7,4412,1.74980057982641e+100
8,4412,1.74980057982641e+100
9,4412,2
9,4412,3
9,4412,1.74980057982641e+100
9,4412,1
9,4412,1
9,4412,1.74980057982641e+100
9,4412,1.74980057982641e+100
9,4412,1.74980057982641e+100
9,4412,3
11,4412,1
11,4412,1
11,4412,1.74980057982641e+100
11,4412,3
11,4412,1.74980057982641e+100
11,4412,1.74980057982641e+100
11,4412,1.74980057982641e+100
11,4412,3
11,4412,3
11,4412,1.74980057982641e+100
12,4412,1
12,4412,1
12,4412,1
12,4412,1
12,4412,1.74980057982641e+100
12,4412,1.74980057982641e+100
12,4412,3
13,4412,1.74980057982641e+100
14,4412,1.74980057982641e+100
14,4412,1.74980057982641e+100
14,4412,1.74980057982641e+100
15,4412,1.74980057982641e+100
16,4412,1.74980057982641e+100
17,4412,1.74980057982641e+100
18,4412,1
18,4412,1
18,4412,1
18,4412,1.74980057982641e+100
18,4412,1.74980057982641e+100
18,4412,1.74980057982641e+100
19,4412,1
19,4412,1.74980057982641e+100
19,4412,1.74980057982641e+100
19,4412,1.74980057982641e+100
20,4412,1.74980057982641e+100
20,4412,1.74980057982641e+100
1,4415,1
1,4415,1.74980057982641e+100
1,4415,1.74980057982641e+100
2,4415,1
2,4415,1
2,4415,1.74980057982641e+100
2,4415,1.74980057982641e+100
3,4415,1
3,4415,1
3,4415,1.74980057982641e+100
3,4415,1.74980057982641e+100
3,4415,1.74980057982641e+100
4,4415,1
4,4415,1
4,4415,1
4,4415,1.74980057982641e+100
4,4415,1
4,4415,1
4,4415,1.74980057982641e+100
4,4415,1.74980057982641e+100
4,4415,1.74980057982641e+100
4,4415,1
5,4415,1
6,4415,1
6,4415,1
6,4415,1
6,4415,1.74980057982641e+100
6,4415,1.74980057982641e+100
6,4415,1.74980057982641e+100
7,4415,1
7,4415,1
7,4415,1
7,4415,1
7,4415,1.74980057982641e+100
7,4415,1.74980057982641e+100
7,4415,1
7,4415,1.74980057982641e+100
8,4415,1
8,4415,1
8,4415,1
8,4415,1.74980057982641e+100
8,4415,1
8,4415,1.74980057982641e+100
8,4415,1.74980057982641e+100
8,4415,1.74980057982641e+100
9,4415,1
9,4415,1.74980057982641e+100
9,4415,1
9,4415,1.74980057982641e+100
9,4415,1.74980057982641e+100
10,4415,1
10,4415,1
10,4415,1
10,4415,1.74980057982641e+100
10,4415,1
10,4415,1
10,4415,1.74980057982641e+100
10,4415,1.74980057982641e+100
10,4415,1
11,4415,1
11,4415,1.74980057982641e+100
11,4415,1.74980057982641e+100
12,4415,1
12,4415,1
12,4415,1.74980057982641e+100
12,4415,1
12,4415,1.74980057982641e+100
12,4415,1.74980057982641e+100
12,4415,1.74980057982641e+100
13,4415,1.74980057982641e+100
13,4415,1.74980057982641e+100
14,4415,1
14,4415,1
14,4415,1
14,4415,1.74980057982641e+100
15,4415,1
15,4415,1
15,4415,1
15,4415,1
15,4415,1.74980057982641e+100
15,4415,1.74980057982641e+100
16,4415,1
16,4415,1
16,4415,1
16,4415,1
16,4415,1.74980057982641e+100
17,4415,1
17,4415,1
17,4415,1
17,4415,1.74980057982641e+100
17,4415,1.74980057982641e+100
18,4415,1
18,4415,1
18,4415,1
18,4415,1.74980057982641e+100
18,4415,1.74980057982641e+100
19,4415,1
19,4415,1
19,4415,1
19,4415,1.74980057982641e+100
20,4415,1.74980057982641e+100
1,4419,1.74980057982641e+100
1,4419,1.74980057982641e+100
2,4419,3
2,4419,1.74980057982641e+100
2,4419,1.74980057982641e+100
3,4419,1
3,4419,1.74980057982641e+100
6,4419,1.74980057982641e+100
7,4419,1
7,4419,1.74980057982641e+100
8,4419,3
8,4419,1.74980057982641e+100
8,4419,3
9,4419,1.74980057982641e+100
9,4419,1.74980057982641e+100
10,4419,1.74980057982641e+100
11,4419,1.74980057982641e+100
15,4419,1.74980057982641e+100
15,4419,1.74980057982641e+100
16,4419,1.74980057982641e+100
18,4419,1
18,4419,1.74980057982641e+100
18,4419,1.74980057982641e+100
19,4419,1.74980057982641e+100
20,4419,1.74980057982641e+100
20,4419,1.74980057982641e+100
21,4419,1
21,4419,1.74980057982641e+100
21,4419,1.74980057982641e+100
22,4419,1.74980057982641e+100
22,4419,1.74980057982641e+100
23,4419,1.74980057982641e+100
23,4419,1.74980057982641e+100
25,4419,1.74980057982641e+100
1,4422,1
1,4422,1
1,4422,1
1,4422,1.74980057982641e+100
1,4422,1.74980057982641e+100
2,4422,1.74980057982641e+100
2,4422,1
2,4422,1.74980057982641e+100
2,4422,1.74980057982641e+100
3,4422,1
3,4422,1
3,4422,1.74980057982641e+100
3,4422,1.74980057982641e+100
4,4422,5
4,4422,1
4,4422,3
4,4422,1.74980057982641e+100
4,4422,1.74980057982641e+100
5,4422,1
5,4422,1
5,4422,1.74980057982641e+100
5,4422,1.74980057982641e+100
5,4422,1.74980057982641e+100
7,4422,1.74980057982641e+100
7,4422,1.74980057982641e+100
8,4422,1.74980057982641e+100
8,4422,1
8,4422,1.74980057982641e+100
8,4422,1
8,4422,1.74980057982641e+100
8,4422,1.74980057982641e+100
8,4422,1.74980057982641e+100
9,4422,1.74980057982641e+100
10,4422,1
10,4422,3
10,4422,1.74980057982641e+100
11,4422,1.74980057982641e+100
12,4422,1.74980057982641e+100
12,4422,1.74980057982641e+100
13,4422,1.74980057982641e+100
14,4422,3
14,4422,3
14,4422,1.74980057982641e+100
14,4422,1.74980057982641e+100
15,4422,3
15,4422,1.74980057982641e+100
15,4422,1.74980057982641e+100
16,4422,3
16,4422,3
16,4422,1.74980057982641e+100
17,4422,1.74980057982641e+100
19,4422,1.74980057982641e+100
19,4422,1.74980057982641e+100
19,4422,1.74980057982641e+100
20,4422,3
20,4422,3
20,4422,1.74980057982641e+100
20,4422,1.74980057982641e+100
20,4422,1.74980057982641e+100
1,4425,1.74980057982641e+100
2,4425,3
2,4425,1.74980057982641e+100
2,4425,1.74980057982641e+100
4,4425,1.74980057982641e+100
4,4425,1.74980057982641e+100
5,4425,1.74980057982641e+100
5,4425,1.74980057982641e+100
6,4425,1.74980057982641e+100
6,4425,1
7,4425,1.74980057982641e+100
8,4425,1.74980057982641e+100
9,4425,1.74980057982641e+100
9,4425,1.74980057982641e+100
10,4425,1.74980057982641e+100
10,4425,1.74980057982641e+100
10,4425,3
10,4425,1.74980057982641e+100
12,4425,1.74980057982641e+100
12,4425,1.74980057982641e+100
13,4425,1.74980057982641e+100
13,4425,1.74980057982641e+100
13,4425,1.74980057982641e+100
13,4425,1.74980057982641e+100
14,4425,1.74980057982641e+100
14,4425,1.74980057982641e+100
15,4425,1.74980057982641e+100
15,4425,1.74980057982641e+100
15,4425,1.74980057982641e+100
15,4425,1.74980057982641e+100
16,4425,1.74980057982641e+100
16,4425,1.74980057982641e+100
16,4425,1.74980057982641e+100
17,4425,1.74980057982641e+100
17,4425,1.74980057982641e+100
18,4425,1.74980057982641e+100
19,4425,1.74980057982641e+100
19,4425,1.74980057982641e+100
20,4425,1.74980057982641e+100
1,4429,1
1,4429,1.74980057982641e+100
2,4429,1
2,4429,1
2,4429,1
2,4429,1.74980057982641e+100
2,4429,1.74980057982641e+100
3,4429,1
3,4429,1.74980057982641e+100
3,4429,1.74980057982641e+100
4,4429,1
4,4429,1
4,4429,1
4,4429,1.74980057982641e+100
4,4429,1.74980057982641e+100
4,4429,1.74980057982641e+100
7,4429,1
7,4429,1.74980057982641e+100
7,4429,1.74980057982641e+100
8,4429,1.74980057982641e+100
9,4429,3
9,4429,1
9,4429,1
9,4429,1.74980057982641e+100
9,4429,1.74980057982641e+100
9,4429,3
10,4429,1.74980057982641e+100
11,4429,1.74980057982641e+100
13,4429,1.74980057982641e+100
14,4429,1.74980057982641e+100
16,4429,1.74980057982641e+100
17,4429,1.74980057982641e+100
17,4429,1.74980057982641e+100
18,4429,1.74980057982641e+100
19,4429,1
19,4429,3
19,4429,1
19,4429,1.74980057982641e+100
19,4429,1.74980057982641e+100
19,4429,1.74980057982641e+100
19,4429,1
20,4429,3
20,4429,1.74980057982641e+100
25,4429,1.74980057982641e+100
1,4433,3
1,4433,1.74980057982641e+100
1,4433,1.74980057982641e+100
1,4433,1.74980057982641e+100
2,4433,1
2,4433,1
2,4433,1.74980057982641e+100
2,4433,1.74980057982641e+100
2,4433,3
2,4433,1.74980057982641e+100
2,4433,1.74980057982641e+100
3,4433,3
3,4433,1
3,4433,1.74980057982641e+100
3,4433,1.74980057982641e+100
3,4433,1.74980057982641e+100
4,4433,3
4,4433,1.74980057982641e+100
4,4433,1.74980057982641e+100
4,4433,1.74980057982641e+100
5,4433,3
5,4433,1
5,4433,1.74980057982641e+100
5,4433,1.74980057982641e+100
6,4433,1.74980057982641e+100
6,4433,1.74980057982641e+100
6,4433,1
6,4433,1.74980057982641e+100
7,4433,3
7,4433,1.74980057982641e+100
7,4433,1.74980057982641e+100
7,4433,3
7,4433,3
7,4433,1.74980057982641e+100
7,4433,1.74980057982641e+100
7,4433,1.74980057982641e+100
8,4433,1.74980057982641e+100
9,4433,1
9,4433,1.74980057982641e+100
9,4433,1.74980057982641e+100
10,4433,3
10,4433,1.74980057982641e+100
10,4433,1.74980057982641e+100
10,4433,1
10,4433,1.74980057982641e+100
11,4433,1.74980057982641e+100
11,4433,1.74980057982641e+100
12,4433,3
12,4433,1.74980057982641e+100
12,4433,1.74980057982641e+100
12,4433,1.74980057982641e+100
13,4433,1
13,4433,1.74980057982641e+100
14,4433,1
14,4433,1
14,4433,1
14,4433,2
14,4433,1.74980057982641e+100
14,4433,1.74980057982641e+100
15,4433,3
15,4433,1
15,4433,1
15,4433,1.74980057982641e+100
15,4433,1.74980057982641e+100
16,4433,3
16,4433,1
16,4433,1
16,4433,1.74980057982641e+100
16,4433,1.74980057982641e+100
16,4433,3
16,4433,1.74980057982641e+100
17,4433,1.74980057982641e+100
18,4433,3
18,4433,3
18,4433,1
18,4433,1.74980057982641e+100
18,4433,1.74980057982641e+100
18,4433,3
18,4433,1.74980057982641e+100
18,4433,1.74980057982641e+100
19,4433,1.74980057982641e+100
19,4433,1.74980057982641e+100
20,4433,3
20,4433,1.74980057982641e+100
1,4435,3
1,4435,3
1,4435,1
1,4435,1
1,4435,1.74980057982641e+100
1,4435,1.74980057982641e+100
1,4435,3
1,4435,1.74980057982641e+100
1,4435,1.74980057982641e+100
3,4435,3
3,4435,1
3,4435,1.74980057982641e+100
3,4435,1.74980057982641e+100
3,4435,1.74980057982641e+100
4,4435,1
4,4435,1
4,4435,1.74980057982641e+100
4,4435,1.74980057982641e+100
6,4435,3
6,4435,1
6,4435,1
6,4435,1.74980057982641e+100
6,4435,1.74980057982641e+100
7,4435,1
7,4435,1.74980057982641e+100
8,4435,1
8,4435,1.74980057982641e+100
8,4435,1.74980057982641e+100
9,4435,1.74980057982641e+100
9,4435,1
9,4435,1.74980057982641e+100
9,4435,1.74980057982641e+100
9,4435,1.74980057982641e+100
10,4435,1.74980057982641e+100
10,4435,1.74980057982641e+100
11,4435,1
11,4435,1.74980057982641e+100
11,4435,1.74980057982641e+100
12,4435,1
12,4435,1.74980057982641e+100
13,4435,1
13,4435,1
13,4435,1.74980057982641e+100
13,4435,1.74980057982641e+100
13,4435,1.74980057982641e+100
14,4435,1.74980057982641e+100
14,4435,1.74980057982641e+100
14,4435,1
14,4435,1.74980057982641e+100
15,4435,1
15,4435,1
15,4435,1
15,4435,1.74980057982641e+100
15,4435,1.74980057982641e+100
16,4435,1
16,4435,1.74980057982641e+100
16,4435,1.74980057982641e+100
17,4435,1
17,4435,1.74980057982641e+100
18,4435,1
18,4435,1
18,4435,1.74980057982641e+100
18,4435,1.74980057982641e+100
18,4435,1.74980057982641e+100
18,4435,1.74980057982641e+100
20,4435,3
20,4435,1
20,4435,1
20,4435,1.74980057982641e+100
21,4435,1
21,4435,1.74980057982641e+100
22,4435,1
22,4435,1
22,4435,1.74980057982641e+100
22,4435,1.74980057982641e+100
22,4435,1.74980057982641e+100
23,4435,3
23,4435,1
23,4435,1
23,4435,1.74980057982641e+100
23,4435,1.74980057982641e+100
1,4439,1.74980057982641e+100
1,4439,1.74980057982641e+100
2,4439,1.74980057982641e+100
2,4439,1.74980057982641e+100
7,4439,5
7,4439,1.74980057982641e+100
7,4439,1.74980057982641e+100
7,4439,1.74980057982641e+100
9,4439,5
9,4439,1.74980057982641e+100
9,4439,1.74980057982641e+100
9,4439,1.74980057982641e+100
9,4439,3
9,4439,1.74980057982641e+100
12,4439,1.74980057982641e+100
12,4439,1.74980057982641e+100
12,4439,1.74980057982641e+100
12,4439,3
13,4439,1
13,4439,1.74980057982641e+100
13,4439,1.74980057982641e+100
13,4439,1.74980057982641e+100
13,4439,1.74980057982641e+100
15,4439,1.74980057982641e+100
15,4439,1.74980057982641e+100
15,4439,1.74980057982641e+100
17,4439,1.74980057982641e+100
17,4439,1.74980057982641e+100
17,4439,1.74980057982641e+100
18,4439,1.74980057982641e+100
18,4439,1.74980057982641e+100
21,4439,1.74980057982641e+100
21,4439,1.74980057982641e+100
21,4439,1.74980057982641e+100
2,4442,1
2,4442,1.74980057982641e+100
6,4442,1.74980057982641e+100
6,4442,1.74980057982641e+100
9,4442,1
9,4442,1.74980057982641e+100
11,4442,1
11,4442,1.74980057982641e+100
11,4442,1.74980057982641e+100
11,4442,1.74980057982641e+100
12,4442,1.74980057982641e+100
12,4442,1.74980057982641e+100
12,4442,3
13,4442,3
13,4442,1
13,4442,1.74980057982641e+100
13,4442,1.74980057982641e+100
13,4442,1.74980057982641e+100
13,4442,3
14,4442,1
15,4442,1.74980057982641e+100
15,4442,1.74980057982641e+100
16,4442,1
16,4442,1.74980057982641e+100
16,4442,1.74980057982641e+100
16,4442,3
17,4442,1.74980057982641e+100
18,4442,1.74980057982641e+100
18,4442,1.74980057982641e+100
18,4442,3
18,4442,1.74980057982641e+100
18,4442,1.74980057982641e+100
20,4442,1
20,4442,1.74980057982641e+100
20,4442,1.74980057982641e+100
20,4442,3
21,4442,1
21,4442,1.74980057982641e+100
21,4442,1.74980057982641e+100
24,4442,1
24,4442,1.74980057982641e+100
24,4442,1
24,4442,3
24,4442,1.74980057982641e+100
24,4442,1.74980057982641e+100
24,4442,1.74980057982641e+100
1,4445,1.74980057982641e+100
1,4445,1.74980057982641e+100
1,4445,1.74980057982641e+100
2,4445,1.74980057982641e+100
2,4445,1.74980057982641e+100
3,4445,1.74980057982641e+100
3,4445,1.74980057982641e+100
4,4445,1.74980057982641e+100
4,4445,1.74980057982641e+100
6,4445,1.74980057982641e+100
7,4445,1.74980057982641e+100
8,4445,1.74980057982641e+100
8,4445,1.74980057982641e+100
9,4445,1.74980057982641e+100
9,4445,1.74980057982641e+100
10,4445,1
10,4445,1.74980057982641e+100
10,4445,1.74980057982641e+100
11,4445,1.74980057982641e+100
11,4445,1.74980057982641e+100
12,4445,1.74980057982641e+100
13,4445,1.74980057982641e+100
13,4445,1.74980057982641e+100
13,4445,1.74980057982641e+100
14,4445,1.74980057982641e+100
14,4445,1.74980057982641e+100
14,4445,1.74980057982641e+100
16,4445,1.74980057982641e+100
16,4445,1.74980057982641e+100
18,4445,1.74980057982641e+100
18,4445,1.74980057982641e+100
18,4445,1
18,4445,1
18,4445,1.74980057982641e+100
20,4445,1.74980057982641e+100
20,4445,1.74980057982641e+100
1,4449,1.74980057982641e+100
1,4449,1.74980057982641e+100
2,4449,1
3,4449,1.74980057982641e+100
3,4449,1.74980057982641e+100
3,4449,1
3,4449,1
4,4449,1.74980057982641e+100
4,4449,1.74980057982641e+100
5,4449,1.74980057982641e+100
5,4449,1.74980057982641e+100
6,4449,1
6,4449,1.74980057982641e+100
6,4449,1.74980057982641e+100
7,4449,1.74980057982641e+100
7,4449,1.74980057982641e+100
7,4449,1.74980057982641e+100
9,4449,1.74980057982641e+100
9,4449,1.74980057982641e+100
10,4449,1.74980057982641e+100
10,4449,1.74980057982641e+100
11,4449,1.74980057982641e+100
11,4449,1.74980057982641e+100
12,4449,1.74980057982641e+100
12,4449,1.74980057982641e+100
13,4449,1.74980057982641e+100
14,4449,1.74980057982641e+100
14,4449,1.74980057982641e+100
15,4449,1.74980057982641e+100
15,4449,1.74980057982641e+100
16,4449,1.74980057982641e+100
16,4449,1.74980057982641e+100
17,4449,1.74980057982641e+100
17,4449,1.74980057982641e+100
18,4449,1.74980057982641e+100
18,4449,1.74980057982641e+100
19,4449,1.74980057982641e+100
19,4449,1.74980057982641e+100
20,4449,1.74980057982641e+100
20,4449,1.74980057982641e+100
1,4452,1.74980057982641e+100
2,4452,1.74980057982641e+100
2,4452,1.74980057982641e+100
3,4452,1.74980057982641e+100
3,4452,1.74980057982641e+100
4,4452,1
4,4452,1
4,4452,1.74980057982641e+100
4,4452,1.74980057982641e+100
4,4452,3
5,4452,2
5,4452,1
5,4452,1
5,4452,1.74980057982641e+100
5,4452,1.74980057982641e+100
5,4452,2
6,4452,1
6,4452,1
6,4452,1.74980057982641e+100
6,4452,1.74980057982641e+100
6,4452,3
7,4452,1
7,4452,1
7,4452,1.74980057982641e+100
7,4452,1.74980057982641e+100
8,4452,1
8,4452,1.74980057982641e+100
8,4452,1.74980057982641e+100
9,4452,3
9,4452,1
9,4452,1
9,4452,1.74980057982641e+100
9,4452,1.74980057982641e+100
9,4452,3
10,4452,1.74980057982641e+100
11,4452,1
11,4452,1.74980057982641e+100
11,4452,1.74980057982641e+100
12,4452,1
12,4452,1.74980057982641e+100
12,4452,1.74980057982641e+100
13,4452,1
13,4452,1.74980057982641e+100
13,4452,1.74980057982641e+100
14,4452,3
14,4452,1.74980057982641e+100
14,4452,1.74980057982641e+100
14,4452,3
15,4452,1
15,4452,1
15,4452,1.74980057982641e+100
15,4452,1.74980057982641e+100
16,4452,3
16,4452,1
16,4452,3
16,4452,3
16,4452,1
16,4452,1.74980057982641e+100
16,4452,1.74980057982641e+100
17,4452,3
17,4452,1.74980057982641e+100
17,4452,1.74980057982641e+100
18,4452,1
18,4452,1.74980057982641e+100
18,4452,1.74980057982641e+100
20,4452,1
