nh,clust,Harvest_processed_by_HH,Unit_of_measure
8,4855,0.3,5
9,4855,0.7,5
9,4855,3,5
9,4855,1.8,5
9,4855,0.4,5
10,4855,1,5
10,4855,0.8,5
10,4855,0,0
10,4855,0,0
11,4855,0.5,5
11,4855,2.5,5
11,4855,1.5,5
11,4855,0.2,5
12,4855,2,5
12,4855,3,5
12,4855,0.1,5
12,4855,1,5
12,4855,0.5,5
13,4855,0,0
13,4855,1,5
13,4855,1.5,5
13,4855,0,0
14,4855,0.2,5
14,4855,1,5
14,4855,0.3,5
14,4855,0.3,5
14,4855,0.1,5
15,4855,2,5
15,4855,1,5
15,4855,1,5
15,4855,0,0
15,4855,1.2,5
16,4855,1,5
16,4855,2,5
16,4855,0.3,5
16,4855,0,0
16,4855,0.2,5
17,4855,1,5
17,4855,0,0
18,4855,0.6,5
18,4855,0.5,5
18,4855,0.5,5
18,4855,0.1,5
18,4855,0.1,5
19,4855,0.3,5
19,4855,1,5
19,4855,0.6,5
19,4855,0.3,5
19,4855,0.1,5
20,4855,2,5
20,4855,1.5,5
20,4855,0.7,5
20,4855,1,5
20,4855,0.2,5
1,4859,3,5
1,4859,3,5
1,4859,0.3,5
2,4859,0.13,5
2,4859,1,5
2,4859,0.3,5
3,4859,0.5,5
3,4859,2,5
3,4859,2,5
3,4859,0.1,5
4,4859,0.75,5
5,4859,2,5
5,4859,4,5
5,4859,4,5
5,4859,2,5
6,4859,1,5
6,4859,2,5
7,4859,3,5
7,4859,5,5
8,4859,0.5,5
8,4859,2,5
8,4859,1,5
9,4859,0.13,5
9,4859,0.25,5
9,4859,0.25,5
10,4859,2,5
10,4859,1.5,5
11,4859,6,5
11,4859,0.25,5
11,4859,5,5
11,4859,0.18,5
12,4859,1,5
12,4859,2,5
12,4859,1,5
12,4859,1,5
13,4859,1,5
13,4859,1,5
13,4859,2,5
13,4859,0.5,5
14,4859,0.5,5
14,4859,1.5,5
14,4859,1,5
14,4859,1.5,5
14,4859,0.05,5
15,4859,0.08,5
15,4859,4,5
15,4859,2,5
15,4859,5,5
15,4859,0.5,5
16,4859,0.5,5
16,4859,0.75,5
17,4859,2,5
17,4859,2,5
17,4859,0.13,5
18,4859,1,5
18,4859,3,5
18,4859,2,5
18,4859,0.5,5
19,4859,0.25,5
19,4859,1,5
19,4859,3,5
19,4859,1,5
20,4859,0.5,5
20,4859,5,5
20,4859,1,5
20,4859,6,5
20,4859,1,5
1,4862,0.25,5
1,4862,2,5
1,4862,1,5
2,4862,1,5
2,4862,7,5
2,4862,2,5
2,4862,4,5
2,4862,1,5
3,4862,0.3,5
3,4862,6,5
3,4862,1.5,5
3,4862,1,5
4,4862,2,5
4,4862,3,5
4,4862,0.63,5
5,4862,10,8
5,4862,4,5
5,4862,1.5,5
7,4862,2.5,5
7,4862,5.5,5
7,4862,2,5
7,4862,4,5
7,4862,0.5,5
8,4862,5.5,5
8,4862,0.35,5
10,4862,2.5,5
10,4862,3,5
10,4862,1.5,5
11,4862,0,0
11,4862,1,5
12,4862,0.5,5
12,4862,5,5
12,4862,1,5
12,4862,0,0
13,4862,1,5
13,4862,2.5,5
13,4862,0.5,5
13,4862,10,8
14,4862,0.5,5
14,4862,6.5,5
14,4862,1,5
15,4862,0.38,5
15,4862,3,5
15,4862,3.5,5
17,4862,2.5,5
17,4862,1.5,5
18,4862,0.5,5
18,4862,2,5
18,4862,1,5
19,4862,3.5,5
19,4862,2.5,5
20,4862,0.1,5
20,4862,2,5
20,4862,0.5,5
1,4865,2,5
1,4865,0.5,5
1,4865,1,5
2,4865,1,5
2,4865,2.5,5
2,4865,0.5,5
2,4865,1,5
3,4865,4,5
3,4865,1,5
3,4865,1.5,5
4,4865,1.5,5
4,4865,3,5
4,4865,1,5
4,4865,2,5
5,4865,1,5
5,4865,2.5,5
5,4865,1,5
5,4865,0.75,5
6,4865,1,5
6,4865,2,5
6,4865,1,5
6,4865,1,5
6,4865,0.38,5
7,4865,2.5,5
7,4865,1,5
7,4865,1,5
8,4865,3,5
8,4865,1,5
8,4865,0.5,5
9,4865,1.5,5
9,4865,3.5,5
9,4865,0.5,5
9,4865,1,5
10,4865,3.5,5
10,4865,1,5
10,4865,0.75,5
11,4865,0.5,5
11,4865,1.5,5
11,4865,1,5
11,4865,0.5,5
12,4865,2.5,5
12,4865,1,5
12,4865,0.5,5
13,4865,1,5
13,4865,3,5
13,4865,1,5
13,4865,1,5
13,4865,1,5
14,4865,1,5
14,4865,3,5
14,4865,1.5,5
14,4865,1.2,5
14,4865,0.37,5
15,4865,1.5,5
15,4865,2,5
15,4865,1,5
15,4865,0.5,5
16,4865,2.5,5
16,4865,0.5,5
16,4865,1,5
17,4865,1,5
17,4865,3.5,5
17,4865,1,5
17,4865,1.5,5
18,4865,0.5,5
19,4865,0.5,5
19,4865,2.5,5
19,4865,1,5
19,4865,1,5
20,4865,1,5
20,4865,2.75,5
20,4865,0.5,5
20,4865,0.5,5
1,4869,0,0
1,4869,1,5
1,4869,5.5,5
1,4869,3,5
1,4869,1,5
2,4869,0,0
2,4869,0.25,5
2,4869,2.8,5
2,4869,1.8,5
3,4869,2,5
3,4869,8.5,5
3,4869,1,5
4,4869,0,0
4,4869,1,5
4,4869,3.5,5
4,4869,1,5
4,4869,0.5,5
5,4869,0,0
5,4869,2,5
5,4869,2,5
5,4869,3,5
5,4869,1.5,5
6,4869,0.25,5
6,4869,4,5
6,4869,0.38,5
7,4869,0,0
7,4869,1.5,5
7,4869,2,5
7,4869,3,5
8,4869,0,0
8,4869,5,5
8,4869,7.5,5
8,4869,7.5,5
8,4869,0,0
9,4869,3,5
9,4869,3,5
9,4869,3.5,5
9,4869,2,5
10,4869,0,0
10,4869,0.88,5
10,4869,5,5
10,4869,2.8,5
10,4869,0.75,5
11,4869,0,0
11,4869,1,5
11,4869,3,5
11,4869,2,5
11,4869,18,8
12,4869,0,0
12,4869,4,5
12,4869,1.5,5
12,4869,1.88,5
13,4869,0,0
13,4869,5,5
13,4869,10,5
13,4869,8.5,5
13,4869,4.5,5
14,4869,0,0
14,4869,1,5
14,4869,7.5,5
14,4869,6,5
15,4869,0,0
15,4869,2,5
15,4869,7.5,5
15,4869,7.5,5
16,4869,0,0
16,4869,2,5
16,4869,3,5
16,4869,3,5
16,4869,2,5
17,4869,0,0
17,4869,1.5,5
17,4869,5,5
17,4869,6,5
17,4869,1,5
18,4869,1.5,5
18,4869,3,5
18,4869,4,5
18,4869,0.63,5
19,4869,0,0
19,4869,0.5,5
19,4869,6,5
19,4869,2.5,5
19,4869,0.38,5
20,4869,0,0
20,4869,0.63,5
20,4869,1,5
20,4869,3.5,5
20,4869,0.25,5
1,4872,0.25,5
1,4872,0.4,5
1,4872,0.35,5
2,4872,0.5,5
2,4872,0.6,5
2,4872,0.5,5
2,4872,0.5,5
3,4872,1,5
3,4872,0.75,5
3,4872,3,5
3,4872,3,5
3,4872,1,5
4,4872,1.5,5
4,4872,3.5,5
4,4872,3.5,5
4,4872,0.75,5
4,4872,0.18,5
5,4872,1.5,5
5,4872,1.5,5
5,4872,2,5
5,4872,1,5
5,4872,0.4,5
6,4872,12,5
6,4872,0.3,5
6,4872,2,5
6,4872,2,5
6,4872,0.63,5
7,4872,0.08,5
7,4872,0.65,5
7,4872,4,5
7,4872,3,5
7,4872,0.5,5
8,4872,1.5,5
8,4872,0.4,5
8,4872,2,5
8,4872,0.4,5
9,4872,0.35,5
9,4872,0.6,5
9,4872,3,5
9,4872,2,5
9,4872,0.37,5
10,4872,0.75,5
10,4872,0.15,5
10,4872,0.1,5
10,4872,0.1,5
10,4872,0.15,5
11,4872,0.5,5
11,4872,0.5,5
11,4872,5,5
11,4872,4,5
11,4872,0.5,5
12,4872,0.5,5
12,4872,4,5
12,4872,1.5,5
12,4872,0.25,5
13,4872,2,5
13,4872,8,5
13,4872,2,5
13,4872,1,5
14,4872,0.25,5
14,4872,5,5
14,4872,4,5
14,4872,0.25,5
15,4872,0.08,5
15,4872,0.8,5
15,4872,3,5
15,4872,1,5
15,4872,0.2,5
16,4872,2,5
16,4872,3,5
16,4872,5,5
16,4872,5,5
16,4872,0,5
17,4872,0.3,5
17,4872,0.28,5
17,4872,0.25,5
17,4872,0.25,5
18,4872,0.5,5
18,4872,0.68,5
18,4872,1,5
18,4872,0.53,5
19,4872,0.43,5
19,4872,0.88,5
19,4872,0.85,5
19,4872,0.35,5
20,4872,1,5
20,4872,3,5
20,4872,2,5
20,4872,0.25,5
1,4875,0,0
1,4875,0,0
1,4875,0,0
1,4875,0,0
1,4875,1,5
1,4875,0.5,5
2,4875,2,5
2,4875,0.5,5
2,4875,0.5,5
2,4875,1.75,5
2,4875,1.75,5
3,4875,1,5
3,4875,1,5
3,4875,1,5
3,4875,2,5
3,4875,0.25,5
4,4875,1,5
4,4875,1,5
4,4875,0.5,5
4,4875,3,5
4,4875,0.5,5
5,4875,1,5
5,4875,0.5,5
5,4875,3,5
6,4875,1,5
6,4875,1,4
6,4875,1,5
6,4875,0.9,5
6,4875,0.25,5
7,4875,2,5
7,4875,0.25,5
7,4875,3.5,5
7,4875,1,5
8,4875,1,5
8,4875,0.5,5
8,4875,2,5
8,4875,0.5,5
9,4875,2,5
9,4875,0.05,5
10,4875,1,5
10,4875,10,8
10,4875,10,8
10,4875,2,5
10,4875,2,5
11,4875,3,5
11,4875,1,5
11,4875,0.5,5
11,4875,2,5
11,4875,1,5
11,4875,0.5,5
12,4875,0.5,5
12,4875,0.25,5
12,4875,1,5
12,4875,1,5
12,4875,0.5,5
13,4875,1.5,5
13,4875,0.25,5
13,4875,1.5,5
13,4875,1.5,5
13,4875,1,5
14,4875,1.5,5
14,4875,0.25,5
14,4875,2,5
14,4875,0.25,5
15,4875,0.5,5
15,4875,0.25,5
15,4875,0.25,5
15,4875,1,5
16,4875,1,5
16,4875,1,5
16,4875,0.5,5
17,4875,1,5
17,4875,10,8
17,4875,1,5
17,4875,1.5,5
17,4875,10,8
17,4875,10,8
18,4875,1,5
18,4875,1,5
18,4875,0.5,5
19,4875,1,5
19,4875,2,5
19,4875,1,5
19,4875,1,5
19,4875,1,5
20,4875,1,5
20,4875,0.38,5
20,4875,0.25,5
20,4875,1,5
20,4875,0.5,5
1,4879,1,5
1,4879,1,5
1,4879,3,5
1,4879,1.5,5
2,4879,0.45,5
2,4879,2,5
2,4879,1,5
3,4879,1,5
3,4879,0.8,5
3,4879,0.38,5
3,4879,2,5
3,4879,0.23,5
4,4879,0.08,5
4,4879,0.5,5
4,4879,0.75,5
4,4879,0.15,5
4,4879,0.13,5
5,4879,0.3,5
5,4879,0.38,5
5,4879,0.45,5
5,4879,0.5,5
6,4879,0.05,5
6,4879,0.13,5
6,4879,0.35,5
6,4879,1.5,5
6,4879,0.18,5
6,4879,0.08,5
7,4879,1,5
7,4879,0.63,5
7,4879,2,5
7,4879,0.75,5
7,4879,0.03,5
8,4879,0.25,5
8,4879,0.38,5
8,4879,1,5
8,4879,2,5
9,4879,0.75,5
10,4879,1,5
10,4879,0.05,5
10,4879,1,5
10,4879,1,5
11,4879,0.38,5
11,4879,0.25,5
11,4879,1,5
12,4879,0.15,5
12,4879,0.25,5
12,4879,0.85,5
12,4879,0.05,5
13,4879,0.13,5
13,4879,0.25,5
13,4879,2,5
14,4879,1.25,5
14,4879,0.5,5
14,4879,1,5
15,4879,0.08,5
15,4879,0.25,5
15,4879,0.23,5
16,4879,0.18,5
16,4879,10,8
16,4879,0.38,5
16,4879,0.03,5
17,4879,0.38,5
17,4879,0.8,5
17,4879,0.25,5
17,4879,0.6,5
17,4879,0.15,5
18,4879,17,8
18,4879,8,8
18,4879,30,8
19,4879,3,5
19,4879,0.33,5
19,4879,0.15,5
19,4879,0.13,5
20,4879,1,5
20,4879,0.25,5
20,4879,3,5
20,4879,2,5
20,4879,0.38,5
2,4882,8,8
2,4882,12,8
2,4882,6,8
2,4882,36,8
2,4882,8,8
3,4882,1.38,5
3,4882,0.45,5
3,4882,0.4,5
3,4882,1.63,5
4,4882,0.43,5
4,4882,0.45,5
4,4882,0.4,5
4,4882,0.65,5
6,4882,0.1,5
6,4882,0.25,5
6,4882,0.75,5
6,4882,0.5,5
7,4882,0.35,5
7,4882,0.7,5
7,4882,0.18,5
7,4882,1.38,5
7,4882,0.25,5
8,4882,1,4
8,4882,1,5
9,4882,0,0
9,4882,1,5
9,4882,2,5
9,4882,0.13,5
9,4882,1.25,5
10,4882,0.45,5
10,4882,0.68,5
11,4882,0.45,5
11,4882,0.45,5
11,4882,0.43,5
11,4882,1.43,5
13,4882,0.43,5
13,4882,0.45,5
13,4882,20,8
13,4882,1.5,5
13,4882,25,8
14,4882,0.05,5
14,4882,0.9,5
14,4882,0.38,5
14,4882,1.75,5
14,4882,0.18,5
15,4882,2.75,5
15,4882,0.85,5
15,4882,0.15,5
15,4882,2.85,5
16,4882,0.32,5
16,4882,0.45,5
16,4882,0.05,5
16,4882,0.63,5
16,4882,0.15,5
17,4882,0.88,5
17,4882,9,8
17,4882,3,8
17,4882,3.5,5
17,4882,9,8
18,4882,0.38,5
18,4882,0.75,5
18,4882,0.38,5
18,4882,1.5,5
18,4882,0.45,5
20,4882,10,8
20,4882,15,8
20,4882,15,8
21,4882,0.88,5
21,4882,20,8
21,4882,7,8
21,4882,2.5,5
1,4885,1,5
1,4885,1,5
1,4885,2,5
1,4885,0.25,5
2,4885,0.5,5
2,4885,1,5
2,4885,1.5,5
2,4885,0.25,5
3,4885,0.5,5
3,4885,0.5,5
3,4885,3,5
3,4885,0.05,5
4,4885,0.05,5
4,4885,1,5
4,4885,1.5,5
4,4885,0.05,5
5,4885,2,5
5,4885,1,5
5,4885,2,5
5,4885,0.13,5
6,4885,0.5,5
6,4885,0.5,5
6,4885,0.5,5
6,4885,0.1,5
7,4885,0.5,5
7,4885,1,5
8,4885,1,5
8,4885,0.5,5
8,4885,1.5,5
8,4885,0.25,5
9,4885,1,5
9,4885,0.5,5
9,4885,1,5
9,4885,0.12,5
10,4885,1,5
10,4885,1,5
10,4885,1,5
10,4885,0.15,5
11,4885,0.5,5
11,4885,2,5
11,4885,0.12,5
12,4885,0.12,5
13,4885,1,5
13,4885,1,5
13,4885,2,5
13,4885,0.12,5
14,4885,1,5
14,4885,0.5,5
14,4885,1,5
14,4885,1,5
14,4885,0.25,5
15,4885,1,5
15,4885,0.12,5
15,4885,0.5,5
15,4885,2,5
15,4885,0.25,5
16,4885,1,5
16,4885,0.5,5
16,4885,0.5,5
16,4885,1,5
16,4885,0.12,5
17,4885,2,5
17,4885,1.5,5
17,4885,0.05,5
18,4885,0.5,5
18,4885,0.5,5
18,4885,0.12,5
19,4885,1,5
19,4885,0.5,5
19,4885,1.5,5
19,4885,0.12,5
20,4885,1,5
20,4885,2,5
20,4885,2,5
20,4885,0.12,5
1,4889,1.5,5
2,4889,1,5
2,4889,2,5
2,4889,0,5
3,4889,0.5,5
3,4889,1.5,5
3,4889,0,0
4,4889,1,5
4,4889,0.5,5
4,4889,2,5
4,4889,0,0
5,4889,0.5,5
5,4889,1.5,5
5,4889,0.1,5
6,4889,1,5
6,4889,2,5
6,4889,0.15,5
7,4889,1,5
7,4889,1.25,5
7,4889,0.15,5
8,4889,0.5,5
8,4889,2,5
8,4889,0.13,5
9,4889,0.5,5
9,4889,0.35,5
9,4889,2,5
9,4889,0.13,5
10,4889,1.5,5
10,4889,0.5,5
10,4889,3,5
10,4889,0.25,5
11,4889,2,5
11,4889,0.5,5
11,4889,2,5
11,4889,0.2,5
12,4889,1,5
12,4889,0.5,5
12,4889,1.25,5
12,4889,0.15,5
13,4889,0.38,5
13,4889,1,5
13,4889,0.15,5
14,4889,0.5,5
14,4889,0.38,5
14,4889,2.5,5
15,4889,0.5,5
15,4889,0.75,5
15,4889,1.5,5
15,4889,0.15,5
16,4889,0.5,5
16,4889,0.5,5
16,4889,2,5
16,4889,0.2,5
17,4889,0.5,5
17,4889,0.6,5
17,4889,1.75,5
17,4889,0.2,5
18,4889,1,5
18,4889,0.5,5
18,4889,2,5
18,4889,0.2,5
19,4889,1,5
19,4889,0.5,5
19,4889,1.5,5
19,4889,0.2,5
20,4889,2,5
20,4889,2.5,5
20,4889,0.25,5
1,4892,1,5
1,4892,2.5,5
1,4892,3,5
2,4892,0.8,5
2,4892,0.7,5
3,4892,2,5
3,4892,1,5
3,4892,3,5
4,4892,1.5,5
4,4892,1,5
4,4892,1,5
5,4892,1,5
5,4892,0.5,5
5,4892,0.4,5
5,4892,1,5
5,4892,0.5,5
5,4892,0.5,5
5,4892,0.2,5
6,4892,1,5
6,4892,0.4,5
6,4892,0.8,5
7,4892,2,5
7,4892,0.6,5
7,4892,1,5
8,4892,0.7,5
8,4892,1,5
8,4892,0.8,5
9,4892,1,5
9,4892,0.7,5
9,4892,1.5,5
9,4892,1.5,5
10,4892,1,5
10,4892,1,5
10,4892,0.5,5
10,4892,0.4,5
11,4892,1,5
11,4892,0.8,5
12,4892,0.8,5
12,4892,1,5
12,4892,0.4,5
13,4892,0.8,5
13,4892,1,5
14,4892,0.5,5
14,4892,1,5
15,4892,2,5
15,4892,0.5,5
15,4892,1,5
16,4892,1,5
16,4892,0.3,5
16,4892,1.5,5
17,4892,1,5
17,4892,0.5,5
17,4892,1,5
18,4892,8,5
18,4892,3.5,5
18,4892,5,5
19,4892,1.5,5
19,4892,4.5,5
20,4892,0.6,5
20,4892,0.2,5
20,4892,0.7,5
1,4895,1,5
1,4895,3,5
1,4895,0.05,5
3,4895,2,5
3,4895,1,5
3,4895,3,5
3,4895,0.13,5
4,4895,2,5
4,4895,1,5
4,4895,2,5
4,4895,0.13,5
5,4895,1,5
5,4895,2,5
5,4895,0.25,5
6,4895,0.5,5
6,4895,0.25,5
6,4895,0.13,5
7,4895,1,5
7,4895,0.5,5
7,4895,1,5
7,4895,0.25,5
8,4895,3,5
8,4895,10,5
8,4895,1,5
9,4895,1,5
9,4895,1,5
9,4895,0.13,5
10,4895,2,5
10,4895,0,0
10,4895,2,5
10,4895,0.13,5
11,4895,1,5
11,4895,0.5,5
11,4895,2,5
11,4895,0.25,5
12,4895,1,5
12,4895,2,5
12,4895,0.13,5
13,4895,1,5
13,4895,0.5,5
13,4895,3,5
13,4895,0,0
14,4895,1,5
14,4895,1,5
14,4895,0.13,5
15,4895,0.25,5
15,4895,0.5,5
15,4895,0.15,5
16,4895,1,5
16,4895,2,5
16,4895,0.13,5
17,4895,1,5
17,4895,2,5
17,4895,0.25,5
18,4895,1,5
18,4895,1,5
18,4895,0.13,5
19,4895,1,5
19,4895,1,5
19,4895,0.13,5
20,4895,1,5
20,4895,2,5
20,4895,0.13,5
1,4899,1.5,5
1,4899,1.5,5
1,4899,0.4,5
2,4899,1,5
2,4899,1.5,5
2,4899,2,5
2,4899,0.3,5
3,4899,1.2,5
3,4899,0.3,5
3,4899,1,5
3,4899,0.2,5
4,4899,0.6,5
4,4899,0.5,5
4,4899,1.5,5
4,4899,0.3,5
5,4899,0.5,5
5,4899,1.9,5
5,4899,0.3,5
6,4899,0.8,5
6,4899,0.9,5
6,4899,3,5
6,4899,0.2,5
7,4899,1,5
7,4899,0.6,5
7,4899,0.8,5
7,4899,0.1,5
8,4899,1,5
8,4899,0.5,5
8,4899,1.7,5
8,4899,0.3,5
9,4899,1,5
9,4899,0.4,5
9,4899,2,5
9,4899,0.5,5
10,4899,1,5
10,4899,1,5
10,4899,3,5
10,4899,0.3,5
11,4899,2,5
11,4899,1.8,5
11,4899,2,5
11,4899,0.2,5
12,4899,0.5,5
12,4899,1.5,5
12,4899,1.5,5
12,4899,0.3,5
13,4899,2,5
13,4899,1,5
13,4899,3,5
13,4899,0.1,5
14,4899,1,5
14,4899,2,5
14,4899,0.3,5
15,4899,0.4,5
15,4899,0.2,5
15,4899,0.3,5
15,4899,0.2,5
16,4899,0.6,5
16,4899,0.5,5
16,4899,2,5
16,4899,0.2,5
17,4899,1.9,5
17,4899,1.4,5
17,4899,4,5
17,4899,0.2,5
18,4899,2,5
18,4899,0.2,5
18,4899,2.5,5
18,4899,0.3,5
19,4899,0.3,5
19,4899,0.2,5
19,4899,0.3,5
19,4899,0.1,5
20,4899,1.5,5
20,4899,0.5,5
20,4899,2.5,5
20,4899,0.1,5
1,4902,0.25,5
1,4902,0.35,5
1,4902,0.35,5
1,4902,1.75,5
1,4902,0.1,5
2,4902,0.25,5
2,4902,0.8,5
2,4902,0.18,5
3,4902,0.25,5
3,4902,0.25,5
3,4902,0.85,5
3,4902,0,5
4,4902,0.5,5
4,4902,0.15,5
4,4902,0.5,5
4,4902,0.08,5
5,4902,0.5,5
5,4902,0.37,5
5,4902,1.5,5
5,4902,0.38,5
6,4902,1,5
6,4902,2.5,5
6,4902,0.1,5
7,4902,1.5,5
7,4902,1,5
7,4902,2.5,5
7,4902,0.13,5
8,4902,1.5,5
8,4902,0.5,5
8,4902,3.5,5
8,4902,0.15,5
9,4902,0.5,5
9,4902,0.5,5
9,4902,2.5,5
9,4902,0.13,5
10,4902,1,5
10,4902,0.5,5
10,4902,1.3,5
10,4902,0.2,5
11,4902,0.5,5
11,4902,0.35,5
11,4902,1.3,5
11,4902,0.1,5
12,4902,0.5,5
12,4902,0.5,5
12,4902,1.7,5
12,4902,0.1,5
13,4902,0.5,5
13,4902,1,5
13,4902,1,5
13,4902,0.5,5
14,4902,0.5,5
15,4902,1.47,5
15,4902,0.1,5
16,4902,0.5,5
16,4902,0.47,5
16,4902,1.5,5
16,4902,0.13,5
17,4902,0.5,5
17,4902,0.35,5
17,4902,1,5
17,4902,0.15,5
18,4902,1,5
18,4902,0.5,5
18,4902,1.8,5
18,4902,0.13,5
19,4902,0.5,5
19,4902,0.5,5
19,4902,1.5,5
19,4902,0.23,5
20,4902,0.5,5
20,4902,0.5,5
20,4902,1,5
20,4902,0.2,5
1,4905,0.5,5
1,4905,0.5,5
1,4905,1,5
2,4905,0.5,5
2,4905,1,5
2,4905,2,5
2,4905,0.25,5
3,4905,1,5
3,4905,1,5
3,4905,0.5,5
3,4905,2,5
3,4905,0.13,5
4,4905,1,5
4,4905,1,5
4,4905,0.5,5
4,4905,2,5
4,4905,0.1,5
5,4905,0.5,5
5,4905,0.5,5
5,4905,1,5
5,4905,0.15,5
6,4905,1,5
6,4905,0.5,5
6,4905,1,5
6,4905,0.05,5
7,4905,1,5
7,4905,1,5
7,4905,0.05,5
8,4905,1,5
8,4905,0.5,5
8,4905,1,5
8,4905,0.25,5
9,4905,0.5,5
9,4905,1,5
9,4905,0.13,5
10,4905,1,5
10,4905,1,5
10,4905,2,5
10,4905,0.2,5
11,4905,1,5
11,4905,1,5
11,4905,0.5,5
11,4905,0.13,5
12,4905,1,5
12,4905,1,5
12,4905,1,5
12,4905,2,5
12,4905,0.13,5
13,4905,1,5
13,4905,1,5
13,4905,0.5,5
13,4905,2,5
13,4905,0.13,5
14,4905,1,5
14,4905,1,5
14,4905,0.25,5
15,4905,1,5
15,4905,0.5,5
15,4905,1,5
15,4905,0.25,5
16,4905,0.5,5
16,4905,0.5,5
16,4905,1,5
17,4905,1,5
17,4905,0,0
17,4905,2,5
17,4905,0.25,5
18,4905,1,5
18,4905,0.5,5
18,4905,2,5
18,4905,0.13,5
19,4905,1,5
19,4905,2,5
19,4905,0.13,5
20,4905,1,5
20,4905,1,5
20,4905,0.13,5
1,4909,0.7,5
1,4909,0.3,5
1,4909,3.5,5
1,4909,0.2,5
2,4909,1,5
2,4909,0.4,5
2,4909,1,5
3,4909,0.7,5
3,4909,0.8,5
3,4909,2,5
4,4909,1,5
4,4909,0.4,5
4,4909,1.5,5
4,4909,0.2,5
5,4909,0.5,5
5,4909,0.6,5
5,4909,1,5
5,4909,0.3,5
6,4909,0.4,5
6,4909,1.5,5
6,4909,0.3,5
7,4909,0.3,5
7,4909,1.5,5
8,4909,0.5,5
8,4909,1,5
8,4909,0.2,5
9,4909,1,5
9,4909,0.2,5
9,4909,0.2,5
9,4909,1.5,5
9,4909,0.1,5
10,4909,1,5
10,4909,0.3,5
10,4909,1,5
11,4909,0.3,5
11,4909,0.4,5
11,4909,1.5,5
12,4909,1,5
12,4909,0.6,5
12,4909,2,5
12,4909,0.5,5
12,4909,0.3,5
13,4909,2,5
14,4909,0.5,5
14,4909,0.8,5
14,4909,2.5,5
14,4909,0.6,5
15,4909,0.7,5
15,4909,1,5
16,4909,1,5
16,4909,0.5,5
16,4909,2,5
17,4909,1,5
17,4909,1,5
17,4909,4,5
17,4909,0.4,5
18,4909,1,5
18,4909,0.8,5
18,4909,1,5
19,4909,1.5,5
19,4909,2,5
19,4909,2,5
20,4909,0.5,5
20,4909,0.4,5
20,4909,2,5
1,4912,2.5,5
1,4912,0,0
1,4912,0.9,5
1,4912,0.8,5
1,4912,0,0
1,4912,9.5,5
1,4912,0.5,5
1,4912,0.4,5
2,4912,0.8,5
2,4912,0.5,5
2,4912,0,0
2,4912,0,0
2,4912,0.3,5
2,4912,4.75,5
2,4912,0,0
2,4912,0.48,5
3,4912,0.5,5
3,4912,0.25,5
3,4912,1,5
3,4912,0.35,5
4,4912,0.75,5
4,4912,0.87,5
4,4912,2.75,5
5,4912,0.5,5
5,4912,2.37,5
5,4912,0,0
5,4912,4.9,5
5,4912,0.4,5
6,4912,0.8,5
6,4912,7.5,5
6,4912,0.75,5
6,4912,0,0
6,4912,0.8,5
7,4912,0.8,5
7,4912,1,5
7,4912,1.8,5
7,4912,0.5,5
8,4912,1.5,5
8,4912,0.7,5
8,4912,0,0
8,4912,0.85,5
8,4912,0,0
8,4912,8.5,5
8,4912,0.4,5
9,4912,0.1,5
9,4912,0,0
9,4912,0.4,5
9,4912,3.8,5
9,4912,0.1,5
10,4912,0.9,5
10,4912,0.5,5
10,4912,2.8,5
10,4912,0.3,5
11,4912,1,5
11,4912,0.95,5
11,4912,0.5,5
11,4912,0,0
11,4912,5.3,5
11,4912,0.47,5
12,4912,0.5,5
12,4912,2,5
12,4912,1,5
12,4912,3.75,5
12,4912,0.6,5
13,4912,2.5,5
13,4912,0.5,5
13,4912,2,5
13,4912,0,0
13,4912,5.5,5
13,4912,0.4,5
14,4912,3,5
14,4912,1.25,5
14,4912,1.5,5
14,4912,1.3,5
14,4912,5,5
14,4912,0.8,5
16,4912,1.9,5
16,4912,0.9,5
16,4912,1.9,5
16,4912,0.2,5
17,4912,0.5,5
17,4912,0.7,5
17,4912,0,0
17,4912,3.8,5
17,4912,0.8,5
18,4912,3.7,5
18,4912,0.9,5
18,4912,0,0
18,4912,0.5,5
18,4912,0,0
18,4912,0.5,5
19,4912,0.5,5
19,4912,0.7,5
19,4912,0.8,5
19,4912,2.3,5
19,4912,0.5,5
20,4912,0.5,5
20,4912,0.5,5
20,4912,0.8,5
20,4912,0.8,5
20,4912,4.5,5
20,4912,0.5,5
21,4912,2.5,5
21,4912,0.3,5
21,4912,1.7,5
21,4912,0.4,5
21,4912,3,5
21,4912,0.3,5
1,4915,0.95,5
1,4915,1,5
1,4915,2.85,5
2,4915,0.25,5
2,4915,0.9,5
2,4915,0.85,5
2,4915,3.75,5
2,4915,0.2,5
3,4915,4.87,5
3,4915,0.62,5
3,4915,3.85,5
4,4915,1.88,5
4,4915,1,5
4,4915,3.75,5
5,4915,4.87,5
5,4915,2,5
5,4915,2.87,5
5,4915,0.87,5
6,4915,0.42,5
6,4915,0.25,5
6,4915,1.95,5
6,4915,0.1,5
7,4915,0.25,5
7,4915,3,5
8,4915,0.92,5
8,4915,1,5
8,4915,1.9,5
8,4915,0.45,5
9,4915,0.5,5
9,4915,1,5
9,4915,2.77,5
9,4915,0.37,5
10,4915,1,5
10,4915,0.5,5
10,4915,2.87,5
10,4915,0.25,5
11,4915,0.5,5
11,4915,0.87,5
11,4915,0.7,5
